rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/lady_eve,The Lady Eve,"It's no accident when wealthy Charles (Henry Fonda) falls for Jean (Barbara Stanwyck). Jean is a con artist with her sights set on Charles' fortune. Matters complicate when Jean starts falling for her mark. When Charles suspects Jean is a gold digger, he dumps her. Jean, fixated on revenge and still pining for the millionaire, devises a plan to get back in Charles' life. With love and payback on her mind, she re-introduces herself to Charles, this time as an aristocrat named Lady Eve Sidwich.","A career highlight for Preston Sturges, The Lady Eve benefits from Barbara Stanwyck and Henry Fonda's sparkling chemistry -- and a script that inspired countless battle-of-the-sexes comedies.",NR,"Classics, Comedy, Romance",Preston Sturges,"Preston Sturges, Monckton Hoffe","Barbara Stanwyck, Henry Fonda, Charles Coburn, Eugene Pallette, Eric Blore, William Demarest, Melville Cooper, Martha O'Driscoll, Janet Beecher, Robert Greig, Dora Clement, Luis Alberni, Frank Moran, Wilda Bennett, Evelyn Beresford, Georgia Cooper, Sam Ash, Gayne Whitman, Ambrose Barker, Alfred Hall, Wilson Benge, Bertram Marburgh, George Melford, Al Bridge, Arthur Stuart Hull, Kenneth Gibson, Eva Dennison, Pauline Drake, Harry Rosenthal, Helen Dickson, Abdullah Abbas, John Hartley, Robert Warwick, Torben Meyer, Betty Farrington, Jack Richardson, Ray Flynn, Harry Depp, Esther Michelson, Robert Dudley, Norman Ainsley, Jimmy Conlin, Alan Bridge, J.W. Johnston, Victor Potel, Reginald Sheffield, Wanda McKay, Arthur Hoyt, Frances Raymond, Ella Neal, Joe North, Jean Phillips, Cyril Ring, Julius Tannen, Walter Walker, Pat West, Harry A. Bailey, Almeda Fowler",2/25/1941,3/18/2014,97,MCA Universal Home Video,Certified-Fresh,100,47,Upright,87,7552,10,47,0
m/lady_on_a_train,Lady on a Train,"Young, pleasant Nikki Collins (Deanna Durbin) witnesses a brutal murder while riding on a train on her way to New York City. Though she desperately tries to inform others of what she saw, no one believes her. In her scramble to convince someone, anyone, of the crime, she finds an ally in a mystery writer named Wayne Morgan (David Bruce). Trapped as she is on the train, however, the more she tries to raise the alarm, the more attention she draws to herself -- and the killer is starting to notice.",,NR,"Classics, Comedy, Drama, Mystery & Suspense",Charles David,"Edmund Beloin, Robert O'Brien","Deanna Durbin, Ralph Bellamy, David Bruce, Edward Everett Horton, George Coulouris, Allen Jenkins, Patricia Morison, Dan Duryea, Maria Palmer, Elizabeth Patterson, Samuel S. Hinds, William Frawley, Jacqueline de Wit, Thurston Hall, Clyde Fillmore, Ben Carter, Mary Forbes, Sarah Edwards, Nora Cecil, Hobart Cavanaugh, Lash LaRue, Jane Adams, Kathleen O'Malley, Ernie Anderson, Jean Trent, Barbara Bates, Karen Randle, Tom Dugan, Addison Richards, Joseph Crehan, Chester Clute, Ralph Peters, Charles Cane, André Charlot, Al Ferguson, Eddie Bruce, George J. Lewis, Charles Sherlock, Bert Moorhouse, Eddie Acuff, Alice Fleming, Eddy Waller, Eddie Dunn, George Lloyd, Jack Norton, Sam McDaniel, Matt McHugh, George Chandler, Charles Deschamps, Bert Roach, Robert Dudley, Eddie Bartell, Mabel Forrest, Dick Hirbe, Ethel May Halls",8/24/1945,3/10/2017,96,Universal,Fresh,71,14,Upright,72,107,6,10,4
m/land_of_the_dead,Land of the Dead,"In a world where zombies form the majority of the population, the remaining humans build a feudal society away from the undead. Ruthless Paul Kaufman (Dennis Hopper) rules and protects this microcosm but enforces painful class distinctions. Second-in-command Cholo DeMora (John Alberto Leguizamo) attempts to lead a secret rebellion against Kaufman's tyranny, but when the zombies begin to evolve, the survivors must discover a way to protect themselves from a zombie hoard that can learn and adapt.","George A. Romero's latest entry in his much-vaunted Dead series is not as fresh as his genre-inventing original, Night of the Living Dead. But Land of the Dead does deliver on the gore and zombies-feasting-on-flesh action.",R,"Action & Adventure, Drama, Horror, Mystery & Suspense",George A. Romero,George A. Romero,"Simon Baker, Asia Argento, Dennis Hopper, John Leguizamo, Robert Joy, Eugene Clark, Tony Nappo, Joanne Boland, Jennifer Baxter, Boyd Banks, Jasmin Geljo, Maxwell McCabe-Lokos, Shawn Roberts, Pedro Miguel Arce, Tony Munch, Sasha Roiz, Krista Bridges, Alan Van Sprang, Phil Fondacaro, Bruce McFee, Earl Pastko, Jonathan Whittaker, Jonathan Walker, Peter Outerbridge, Gene Mack",6/24/2005,11/29/2016,93,Universal Pictures,Certified-Fresh,74,179,Spilled,51,137469,34,133,46
m/larnacoeur,Heartbreaker (L'Arnacoeur),"Alex (Romain Duris) is a successful entrepreneur in a business he himself pioneered: Hire him, and he'll seduce any woman you want into falling in love with him, thus breaking her out of an existing relationship, after which he'll disappear. When a wealthy businessman asks him to break up his daughter's relationship before her wedding in 10 days, it sounds tough but doable -- that is, until he meets the bride, Juliette (Vanessa Paradis), who may be the first woman to resist his charms.","While definitely on the fluffier side of French comedy, Heartbreaker benefits from never taking itself too seriously -- and from the performance of the ever-charming Romain Duris.",PG,"Art House & International, Comedy, Romance","Pascal Chaumeil, Nicolas Duval-Adassovsky","Yoann Gromb, Jeremy Doner, Laurent Zeitoun","Romain Duris, Vanessa Paradis, Helena Noguiera, Julie Ferrier, Héléna Noguerra, Andrew Lincoln, Jacques Frantz, Amandine Dewasmes, Jean-Yves Lafesse, Jean-Marie Paris, Tarek Boudali, Philippe Lacheau, Geoffrey Bateman, François Damiens, Natasha Cashman, Franck Massiah, Hiromi Asai, Sophie Jezequel, Audrey Lamy, Dominque Gaffieri, Elodie Frenck, Julien Arruti, Camille Figuereos, Nina Melo, Adina Cartianu",9/10/2010,4/10/2017,105,Universal,Fresh,68,79,Upright,66,15561,20,54,25
m/larry_crowne,Larry Crowne,"Once well-respected at his company, Larry Crowne (Tom Hanks) finds himself on the unemployment line after a wave of corporate downsizing. Drowning in debt and unsure of what to do with his life, Larry enrolls in college, where he becomes part of a community of misfits who are all trying to carve out a better future. The possibility of romance enters the picture when Larry meets Mercedes Tainot (Julia Roberts), an instructor who has lost her passion for both teaching and her marriage.","Despite the relaxed, easy chemistry of stars Tom Hanks and Julia Roberts, Larry Crowne is surprisingly bland and conventional.",PG-13,"Comedy, Drama",Tom Hanks,"Tom Hanks, Nia Vardalos","Tom Hanks, Julia Roberts, Gugu Mbatha-Raw, Cedric the Entertainer, Wilmer Valderrama, Taraji P. Henson, Bryan Cranston, Pam Grier, George Takei, Rami Malek, Grace Gummer, Rita Wilson, Jon Seda, Malcolm Barrett, Maria Canals-Barrera, Joshua Bitton, Tom Budge, Julia Cho, Dale Dye, Alex Quijano, Tina Huang, E-Kan Soong, Taurina Pouncy, A.B. Fofana, Ian Gomez, Chet Hanks, ""Biff"" Henderson, Sarah Mahoney, Jack Milo, Richard Montoya, Roxana Ortega, Holmes Osborne, Randall Park, Carly Reeves, Sy Richardson, Rob Riggle, Brady Rubin, Ricardo Salinas, Herbert Siguenza, Chad W. Smathers, Barry Sobel, Claudia Stedelin, Bob Stephenson, Erin Underwood, Nia Vardalos, Julie Wagner",7/1/2011,2/12/2014,98,Universal Pictures,Rotten,37,202,Spilled,41,32508,50,74,128
m/last_temptation_of_christ,The Last Temptation of Christ,"Jesus (Willem Dafoe), a humble Judean carpenter beginning to see that he is the son of God, is drawn into revolutionary action against the Roman occupiers by Judas (Harvey Keitel) -- despite his protestations that love, not violence, is the path to salvation. The burden of being the savior of mankind torments Jesus throughout his life, leading him to doubt. As he is put to death on the cross, Jesus is tempted by visions of an ordinary life married to Mary Magdalene (Barbara Hershey).","The Last Temptation of Christ is a surprisingly straight and passionate affair, one that also seeks to redeem Scorsese's '80s career.",R,Drama,Martin Scorsese,Paul Schrader,"Willem Dafoe, Barbara Hershey, Harvey Keitel, David Bowie, Harry Dean Stanton, Verna Bloom, Andre Gregory, Juliette Caton, Steve Shill, Roberts Blossom, Irvin Kershner, Gary Basaraba, Victor Argo, Michael Been, Paul Herman, John Lurie, Leo Burmester, Alan Rosenberg, Tomas Arana, Nehemiah Persoff, Barry Miller, Paul Greco, Mahamed Ait Fdil Ahmed, Steven Shill, Randy Danson, Robert Spafford, Doris Von Thury, Del Russell, Donald Hodson, Peter Berling, Donna Marie Dawson, Mary ""Bunny"" Sellers, Russell Case, Mary Seller, Mohamed Mabsout, Ahmed Nacir, Mokhtar Salouf, Peggy Gormley, Donna Magnani, Penny Brown, Gabi Ford, Dale Wyatt, Domenico Fiore, Ted Rusoff, Leo Damian, Robert Laconi, Jonathon Zhivago, Illeana Douglas, David B. Sharp",8/12/1988,8/18/2015,164,Universal Pictures,Certified-Fresh,81,58,Upright,84,35909,9,47,11
m/lavender_hill_mob,The Lavender Hill Mob,"A meek clerk (Alec Guinness), his buddy (Stanley Holloway) and crooks melt hijacked Bank of England gold into Eiffel Tower souvenirs.","Fiendishly funny and clever, The Lavender Hill Mob is a top hat Ealing Studios effort.",NR,"Classics, Comedy, Drama",Charles Crichton,T.E.B. Clarke,"Alec Guinness, Stanley Holloway, Sidney James, Sid James, Alfie Bass, Marjorie Fielding, Ronald Adam, Cyril Chamberlain, Patric Doonan, Meredith Edwards, Peter Bull, William Fox, John Gregson, Marie Burke, Arthur Hambling, Audrey Hepburn, Christopher Hewett, Patrick Barr, Edie Martin, Gibb McLaughlin, Clive Morton, John Salew, Sydney Tafler, Michael Trubshawe, Jacques B. Brunius, Frederick Piper, Alanna Boyce, Ann Heffernan, Eugene Deckers, Paul Demel, Andreas Malandrinos, Tony Quinn, Moultrie Kelsall, David Davies, Dorian Joe Clark, Charles Lamb, Archie Duncan, Fred Griffiths, Frank Forsyth, Arthur Mullard, Andrea Malandrinos, Jacques Cey, Marie Ney, John Warwick, Robert Shaw",6/26/1951,11/8/2016,78,Universal,Fresh,100,30,Upright,87,5501,4,30,0
m/leatherheads,Leatherheads,"Dodge Connolly (George Clooney), captain of a 1920s football team, wants to give the sagging sport a boost and capture the country's attention. He recruits Carter Rutherford (John Krasinski) to play for the team. Carter is not only a war hero, but he is also fast, handsome, and guaranteed to pack the stands with fans. Newswoman Lexie Littleton (Renée Zellweger) goes digging for dirt on Carter, while both Dodge and Carter try to score with her off the field.","Despite a good premise and strong cast, this pro football romcom is half screwball and half fumble.",PG-13,"Comedy, Romance",George Clooney,"Duncan Brantley, Rick Reilly","George Clooney, Renée Zellweger, John Krasinski, Stephen Root, Jonathan Pryce, Wayne Duvall, Peter Gerety, Keith Loneker, Malcolm Goodwin, Matt Bushell, Tommy Hinkley, Tim Griffin, Robert Baker, Nick Paonessa, Nicholas Bourdages, Bill Roberson, Mark Teich, Christian Stolte, Jack Thompson, Randy Newman, Max Casella, JD Cullum, Mike O'Malley, Dylan Kussman, Ryan Shively, Mert Hatfield, Jeremy Ratchford, Grant Heslov, David Devries, Rick Forrester, Craig Harper, Lance Barber, Jason Drago, Windy Wenderlich, Marian Seldes, Thomas Murphy, Randy H. Farmer, George Nannarello, Dave Hager, Danny Vinson, Tom Glynn, Kyle Nudo, Tom Huff, Heather Goldenhersh, Michael Scott, J. Todd Anderson, Ron Clinton Smith, Ledisi Young, Christian Scott, Marcus Gilmore, David Bryant, Luques Curtis, Dan John Miller, Scott Reynolds, John Vance, John McConnell, Rob Gorman, Ted Huckabee, Sharlene Thomas, Craig A. Meyer, Blake Clark, Patt Noday, David Pasquesi, Nick Toth",3/24/2008,4/19/2016,114,Universal Pictures,Rotten,51,169,Spilled,38,156730,38,87,82
m/leave_it_to_beaver,Leave It to Beaver,"An all-American boy (Cameron Finley) grows up in suburban Ohio under the tutelage of loving parents (Christopher McDonald, Janine Turner) and an older brother.","Declining to update the television series' sensibility for modern audiences while lacking in its requisite charm, Leave it to Beaver should have just left these characters in the past.",PG,"Comedy, Kids & Family, Television",Andy Cadiff,"Lon Diamond, Brian Levant","Christopher McDonald, Janine Turner, Cameron Finley, Eric Von Detten, Erik von Detten, Adam Zolotin, Barbara Billingsley, Ken Osmond, Frank Bank, Erika Christensen, Alan Rachins, Matthew Thomas Carey, Justin Restivo, Geoffrey Pierson, Grace Phillips, Walter C. Bassett, E.J. De La Pena, Louis Martin Braga III, Glenn Walker Harris Jr., Sam Gifaldi, Brighton Hertford, Shirley Prestia, Brenda Song, Fran Bennett, Wendy Walsh, Lindsay Boyd, Heather Lauren Olson, George Fisher, Kate C. Sklar, Darryl Smith",8/22/1997,4/19/2016,88,Universal Pictures,Rotten,21,28,Spilled,31,9841,10,6,22
m/legal_eagles,Legal Eagles,"Chelsea Deardon (Daryl Hannah) is arrested for stealing artwork painted by her deceased father, and sympathetic attorney Laura Kelly (Debra Winger) sets out to defend the young woman against slick prosecutor Tom Logan (Robert Redford). After a series of romantic exchanges, Tom ends up falling in love with Laura and teaming up with her to help clear Chelsea of the charges. However, as they lawyers dig deeper into the case, things take a shocking turn, and Tom finds his career in jeopardy.",,PG,"Comedy, Drama, Mystery & Suspense",Ivan Reitman,"Jim Cash, Jack Epps, Jr.","Robert Redford, Debra Winger, Daryl Hannah, Brian Dennehy, Terence Stamp, Steven Hill, David Clennon, John McMartin, Roscoe Lee Browne, Jennifer Dundas, Christine Baranski, Sara Botsford, Kevin Hagen, David Hart, James Hurdle, Gary Howard Klar, Ken Kiban, Christian Clemenson, Bart Burns, Ivan Reitman, Bruce French, Ken Kliban, Debra Stricklin, Ron Foster, Rudy Willrich, Gabrielle DeCuir, Lynn Hamilton, Paul Jabara, Chevi Colton, Annie Abbott, Kristine Sutherland, Everett Quinton, Peter Boyden, Thomas Barbour, Mary Alison Griffin, Vincent Guastaferro, Burke Byrnes, Kevin Hagan, Robert Benedetti, Grant Heslov, Robert Curtis Brown, Brian Doyle-Murray, Robert Curtis-Brown, Shannon Wilcox, Charles D. Brown, Jay Thomas, Charles Brown, Alex Nevil, Lou Cutell, Olivia Ward, Duitch Helmer, John Marion, Barbara Pallenberg, Liz Sheridan, Michael Anthony",6/18/1986,4/19/2016,114,MCA Universal Home Video,Rotten,44,16,Spilled,32,5176,2,7,9
m/legend_2015,Legend,"Suave, charming and volatile, Reggie Kray (Tom Hardy) and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.","As a gangster biopic, Legend is deeply flawed, but as a showcase for Tom Hardy -- in a dual role, no less -- it just about lives up to its title.",R,"Art House & International, Mystery & Suspense, Special Interest",Brian Helgeland,Brian Helgeland,"Tom Hardy, Emily Browning, David Thewlis, Christopher Eccleston, Chazz Palminteri, Paul Bettany, Taron Egerton, Paul Anderson, Tara Fitzgerald, Joshua Hill, Aneurin Barnard, Colin Morgan, Nicholas Farrell, Adam Fogerty, Mel Raido, Major Johnson Finley, Millie Brady, Chris Mason Johnson, Stephen Thompson, Sam Spruell, Alex Ferns, Martin McCreadie, Shane Attwooll, Richard Riddell, Huggy Leaver, Amaëlle, Sam Hoare, Frankie Fitzgerald, Christopher Adamson, Alex Giannini, Duffy, Samantha Pearl, Mark Theodore, Lara Cazalet, Charley Palmer Rothwell, Tim Faraday, John Sessions, Kevin McNally, Tim Woodward, Nick Hendrix, Robert Ashby, Geoffrey Beevers, Jane Wood, Jon McKenna, John Sears, Stephen Lord, Lorraine Stanley, Ashley Byam, Carter Burwell, Brian Helgeland, Joshua Hill Lewis, Dino Fazzani, Begona F. Martin, Shola Ebofin, John Duggan, Christian Di Sciullo, Raphael Desprez, Leigh Dent",11/20/2015,9/6/2016,131,Universal Studios,Fresh,61,170,Spilled,59,28339,39,104,66
m/les_miserables_2012,Les Misérables,"After 19 years as a prisoner, Jean Valjean (Hugh Jackman) is freed by Javert (Russell Crowe), the officer in charge of the prison workforce. Valjean promptly breaks parole but later uses money from stolen silver to reinvent himself as a mayor and factory owner. Javert vows to bring Valjean back to prison. Eight years later, Valjean becomes the guardian of a child named Cosette after her mother's (Anne Hathaway) death, but Javert's relentless pursuit means that peace will be a long time coming.","Impeccably mounted but occasionally bombastic, Les Misérables largely succeeds thanks to bravura performances from its distinguished cast.",PG-13,"Drama, Musical & Performing Arts, Romance",Tom Hooper,"Claude-Michel Schonberg, William Nicholson, Claude-Michel Schoenberg, Alain Boublil, Herbert Kretzmer","Hugh Jackman, Russell Crowe, Anne Hathaway, Amanda Seyfried, Sacha Baron Cohen, Helena Bonham Carter, Eddie Redmayne, Aaron Tveit, Samantha Barks, Daniel Huttlestone, Calvin Cornwall, Josef Altin, David Hawley, Adam Jones, John Barr, Tony Rohr, Richard M. Dixon, Andy Beckwith, Stephen Bent, Georgie Glen, Heather Chasen, Paul Thornley, Paul Howell, Stephen Tate, Michael Jibson, Kate Fleetwood, Hannah Waddington, Clare Foster, Kirsty Hoiles, Jenna Boyd, Alice Fearn, Alison Tennant, Marilyn Cutts, Cathy Breeze, John Albasiny, Bertie Carvel, Tim Downie, Andrew Havill, Dick Ward, Nicola Sloane, Daniel Evans, David Stoller, Ross McCormack, Jaygann Ayeh, Adrian Scarborough, Frances Ruffelle, Lynne Wilmot, Charlotte Spencer, Julia Worsley, Keith Dunphy, Ashley Artus, John Surman, David Cann, James Simmons, Polly Kemp, Ian Pirie, Adam Pearce, Julian Bleach, Mark Pickering, Isabelle Allen, Natalya Wallace, Phil Snowden, Hadrian Delacey, Lottie Steer, Sam Parks, Mark C. Donovan, Lewis Kirk, Leighton Rafferty, Peter Mair, Jack Chissick, Dianne Pilkington, Robyn North, Norma Atallah, Patrick Godfrey, Mark Roper, Paul Leonard, Miles Roughley, Cameron Strefford, Alfie Davis, Joseph West, Joel Phillimore, Jacqueline Dankworth, Amelia Jefford, Chris Barnes, Richard Cordery, Killian Donnelly, Fra Fee, Gabriel Vick, George Blagden, Hugh Skinner, Stuart Neal, Alistair Brammer, Katy Secombe, Hadley Fraser, Linzi Hateley, Gemma Wardle, Gina Beck, Katie Hall, Michael Sarne, John Warnaby, Freya Parks, Jeff Duncan, Lisa Hull, Andrew Deck, Kerry Ingram, Ellie Beaven, Colm Wilkinson",12/25/2012,9/2/2014,158,Universal Pictures,Fresh,69,255,Upright,79,265259,49,177,78
